Assigned_Agent,Lead_ID_Fixed,Client_Name_Fixed,Company_Segment,City_Final,Status_Clean,Lead_Date_Final,Lead_Month_No,Lead_Month,Lead_Year,Lead_Quarter,Lead_Weekday_No,Lead_Weekday,Response_Time_Hours,Target_Sales,Interaction_Count_Final,Sales_Tier,Is_Converted,Is_Engaged,Stage_Order,Response_Speed_Cat,Response_Bucket_6H,Engagement_Level
Agent_D,CL-2052,Client_2052,A Major Telecommunications Provider,Johor Bahru,QUALIFIED,5/28/2024,5,May,2024,Q2,2,Tuesday,15.8,2209.59,48,Medium,0,1,3,Moderate,12,High
Agent_D,CL-0041,Client_041,A Major Telecommunications Provider,Malaka,CONTACTED,1/30/2024,1,January,2024,Q1,2,Tuesday,31.2,1911.38,35,Low,0,1,2,Delayed,30,High
Agent_B,CL-0896,Client_896,A Major Telecommunications Provider,Klang,CONTACTED,9/23/2023,9,September,2023,Q3,6,Saturday,8,1237.68,19,Low,0,1,2,Moderate,6,High
Agent_C,CL-2497,Client_2497,A Government Service Provider,Seremban,CONTACTED,11/26/2024,11,November,2024,Q4,2,Tuesday,21.6,2104.39,50,Medium,0,1,2,Moderate,18,High
Agent_B,CL-0481,Client_481,A Government Service Provider,Malaka,CONTACTED,3/27/2023,3,March,2023,Q1,1,Monday,6.5,3698.2,16,Medium,0,1,2,Moderate,6,High
Agent_D,CL-0817,Client_817,A Private Manufacturing Enterprise,Petaling Jaya,LOST,3/25/2023,3,March,2023,Q1,6,Saturday,70.4,2307.58,16,Medium,0,0,5,Delayed,66,High
Agent_D,CL-1900,Client_1900,A Government Service Provider,Subang Jaya,NEW,10/19/2023,10,October,2023,Q4,4,Thursday,45.3,4481.32,42,High,0,0,1,Delayed,42,High
Agent_A,CL-2919,Client_2919,A Private Manufacturing Enterprise,Shah Alam,CONTACTED,1/27/2024,1,January,2024,Q1,6,Saturday,18.6,1304.3,41,Low,0,1,2,Moderate,18,High
Agent_A,CL-1530,Client_1530,A Leading Utility Company,Kuala Lumpur,CONVERTED,3/17/2023,3,March,2023,Q1,5,Friday,43.7,2302.7,20,Medium,1,1,4,Delayed,42,High
Agent_A,CL-0638,Client_638,A Regional Financial Institution,Penang,CONVERTED,6/18/2024,6,June,2024,Q2,2,Tuesday,42.8,4111.51,47,High,1,1,4,Delayed,42,High
Agent_A,CL-1526,Client_1526,A Private Manufacturing Enterprise,Johor Bahru,CONVERTED,4/25/2024,4,April,2024,Q2,4,Thursday,62.1,4645.39,18,High,1,1,4,Delayed,60,High
Agent_D,CL-0854,Client_854,A Leading Utility Company,Kota Kinabalu,LOST,2/5/2024,2,February,2024,Q1,1,Monday,38.9,3854.76,25,Medium,0,0,5,Delayed,36,High
Agent_C,CL-0979,Client_979,A Leading Utility Company,Penang,LOST,9/9/2023,9,September,2023,Q3,6,Saturday,7.2,2737.71,49,Medium,0,0,5,Moderate,6,High
Agent_C,CL-2315,Client_2315,A Regional Financial Institution,Shah Alam,CONVERTED,11/3/2023,11,November,2023,Q4,5,Friday,47.7,3397.96,34,Medium,1,1,4,Delayed,42,High
Agent_A,CL-0549,Client_549,A Government Service Provider,Johor Bahru,CONTACTED,7/3/2023,7,July,2023,Q3,1,Monday,52.7,1461.6,12,Low,0,1,2,Delayed,48,High
Agent_B,CL-1623,Client_1623,A Major Telecommunications Provider,Shah Alam,LOST,2/7/2024,2,February,2024,Q1,3,Wednesday,8,3812.6,4,Medium,0,0,5,Moderate,6,Medium
Agent_B,CL-2598,Client_2598,A Regional Financial Institution,Putrajaya,LOST,12/11/2024,12,December,2024,Q4,3,Wednesday,50.8,3705.05,N/A,Medium,0,0,5,Delayed,48,High
Agent_D,CL-2583,Client_2583,A Major Telecommunications Provider,Kuala Lumpur,CONTACTED,1/30/2023,1,January,2023,Q1,1,Monday,55.8,3931.86,35,Medium,0,1,2,Delayed,54,High
Agent_B,CL-1965,Client_1965,A Leading Utility Company,Malaka,QUALIFIED,7/27/2024,7,July,2024,Q3,6,Saturday,35,1426.15,46,Low,0,1,3,Delayed,30,High
Agent_B,CL-1801,Client_1801,A Major Telecommunications Provider,Ipoh,NEW,10/19/2024,10,October,2024,Q4,6,Saturday,48,1877.21,15,Low,0,0,1,Delayed,48,High
Agent_A,CL-0514,Client_514,A Major Telecommunications Provider,Seremban,NEW,7/20/2024,7,July,2024,Q3,6,Saturday,25.9,2034,38,Medium,0,0,1,Delayed,24,High
Agent_D,CL-2866,Client_2866,A Regional Financial Institution,Putrajaya,CONVERTED,3/11/2023,3,March,2023,Q1,6,Saturday,56.3,3978.84,7,High,1,1,4,Delayed,54,High
Agent_A,CL-2503,Client_2503,A Regional Financial Institution,Kuching,NEW,12/15/2024,12,December,2024,Q4,7,Sunday,56.1,3211.73,26,Medium,0,0,1,Delayed,54,High
Agent_D,CL-0205,Client_205,A Leading Utility Company,Klang,CONTACTED,10/29/2024,10,October,2024,Q4,2,Tuesday,61.3,3010.8,12,Medium,0,1,2,Delayed,60,High
Agent_C,CL-1367,Client_1367,A Regional Financial Institution,Kuala Lumpur,LOST,4/5/2023,4,April,2023,Q2,3,Wednesday,25.5,3397.96,11,Medium,0,0,5,Delayed,24,High
Agent_C,CL-1681,Client_1681,A Government Service Provider,Petaling Jaya,CONVERTED,3/25/2023,3,March,2023,Q1,6,Saturday,59.4,1377.84,3,Low,1,1,4,Delayed,54,Medium
Agent_C,CL-2855,Client_2855,A Private Manufacturing Enterprise,Kuching,QUALIFIED,7/20/2024,7,July,2024,Q3,6,Saturday,55.3,1976.41,4,Medium,0,1,3,Delayed,54,Medium
Agent_D,CL-0953,Client_953,A Private Manufacturing Enterprise,Petaling Jaya,NEW,12/11/2024,12,December,2024,Q4,3,Wednesday,39,2344.28,21,Medium,0,0,1,Delayed,36,High
Agent_C,CL-2547,Client_2547,A Regional Financial Institution,Klang,LOST,7/18/2023,7,July,2023,Q3,2,Tuesday,66.8,3625.31,34,Medium,0,0,5,Delayed,66,High
Agent_A,CL-0550,Client_550,A Regional Financial Institution,Johor Bahru,NEW,4/1/2023,4,April,2023,Q2,6,Saturday,62.4,3928.26,39,Medium,0,0,1,Delayed,60,High
Agent_A,CL-0912,Client_912,A Leading Utility Company,Penang,CONTACTED,10/1/2023,10,October,2023,Q4,7,Sunday,67.9,1009.09,30,Low,0,1,2,Delayed,66,High
Agent_C,CL-2853,Client_2853,A Leading Utility Company,Kuching,CONVERTED,8/2/2023,8,August,2023,Q3,3,Wednesday,41,4796.43,12,High,1,1,4,Delayed,36,High
Agent_D,CL-0951,Client_951,A Major Telecommunications Provider,Johor Bahru,QUALIFIED,4/22/2023,4,April,2023,Q2,6,Saturday,12.1,3812.01,1,Medium,0,1,3,Moderate,12,Low
Agent_C,CL-1886,Client_1886,A Regional Financial Institution,Alor Setar,CONTACTED,3/6/2024,3,March,2024,Q1,3,Wednesday,70.5,2736.23,14,Medium,0,1,2,Delayed,66,High
Agent_D,CL-0469,Client_469,A Regional Financial Institution,Ipoh,NEW,12/6/2024,12,December,2024,Q4,5,Friday,27.6,4297.5,40,High,0,0,1,Delayed,24,High
Agent_B,CL-0714,Client_714,A Regional Financial Institution,Alor Setar,CONVERTED,9/15/2023,9,September,2023,Q3,5,Friday,43.4,2927.44,38,Medium,1,1,4,Delayed,42,High
Agent_D,CL-1070,Client_1070,A Government Service Provider,CyberJaya,NEW,4/24/2023,4,April,2023,Q2,1,Monday,41.6,4507.73,N/A,High,0,0,1,Delayed,36,High
Agent_B,CL-2731,Client_2731,A Regional Financial Institution,Malaka,NEW,10/15/2023,10,October,2023,Q4,7,Sunday,2.4,3192.04,45,Medium,0,0,1,Fast,0,High
Agent_B,CL-1807,Client_1807,A Major Telecommunications Provider,Kuching,QUALIFIED,4/6/2023,4,April,2023,Q2,4,Thursday,31.2,3069.94,6,Medium,0,1,3,Delayed,30,High
Agent_B,CL-1167,Client_1167,A Government Service Provider,CyberJaya,CONVERTED,5/10/2024,5,May,2024,Q2,5,Friday,17.1,1634.18,32,Low,1,1,4,Moderate,12,High
Agent_D,CL-2464,Client_2464,A Regional Financial Institution,Ipoh,CONVERTED,4/11/2023,4,April,2023,Q2,2,Tuesday,34.2,1280.53,47,Low,1,1,4,Delayed,30,High
Agent_A,CL-2414,Client_2414,A Leading Utility Company,Klang,QUALIFIED,6/11/2024,6,June,2024,Q2,2,Tuesday,19.8,1819.79,44,Low,0,1,3,Moderate,18,High
Agent_D,CL-1608,Client_1608,A Leading Utility Company,Klang,QUALIFIED,8/23/2024,8,August,2024,Q3,5,Friday,60,3776.78,23,Medium,0,1,3,Delayed,60,High
Agent_D,CL-1130,Client_1130,A Major Telecommunications Provider,Kuching,NEW,2/23/2023,2,February,2023,Q1,4,Thursday,67.2,2509.76,22,Medium,0,0,1,Delayed,66,High
Agent_C,CL-0138,Client_138,A Regional Financial Institution,Subang Jaya,NEW,10/4/2024,10,October,2024,Q4,5,Friday,34,2055.1,18,Medium,0,0,1,Delayed,30,High
Agent_D,CL-0698,Client_698,A Government Service Provider,Kota Kinabalu,CONVERTED,8/20/2024,8,August,2024,Q3,2,Tuesday,24.9,1878.65,23,Low,1,1,4,Delayed,24,High
Agent_A,CL-1495,Client_1495,A Private Manufacturing Enterprise,Seremban,NEW,2/9/2024,2,February,2024,Q1,5,Friday,67.1,1304.3,15,Low,0,0,1,Delayed,66,High
Agent_A,CL-0108,Client_108,A Private Manufacturing Enterprise,Malaka,QUALIFIED,9/16/2024,9,September,2024,Q3,1,Monday,59,4802.48,27,High,0,1,3,Delayed,54,High
Agent_C,CL-0146,Client_146,A Government Service Provider,Putrajaya,CONTACTED,4/6/2023,4,April,2023,Q2,4,Thursday,26.4,1102.41,22,Low,0,1,2,Delayed,24,High
Agent_B,CL-0960,Client_960,A Regional Financial Institution,Ipoh,QUALIFIED,6/6/2024,6,June,2024,Q2,4,Thursday,8.4,4650.25,23,High,0,1,3,Moderate,6,High
Agent_A,CL-0126,Client_126,A Government Service Provider,Shah Alam,NEW,12/26/2023,12,December,2023,Q4,2,Tuesday,41,1461.7,N/A,Low,0,0,1,Delayed,36,High
Agent_A,CL-1255,Client_1255,A Regional Financial Institution,Seremban,NEW,2/14/2024,2,February,2024,Q1,3,Wednesday,55,3188.42,7,Medium,0,0,1,Delayed,54,High
Agent_D,CL-2502,Client_2502,A Major Telecommunications Provider,Johor Bahru,QUALIFIED,9/10/2023,9,September,2023,Q3,7,Sunday,30.3,3384,24,Medium,0,1,3,Delayed,30,High
Agent_D,CL-1832,Client_1832,A Regional Financial Institution,CyberJaya,QUALIFIED,3/19/2023,3,March,2023,Q1,7,Sunday,4.8,3344.73,48,Medium,0,1,3,Fast,0,High
Agent_D,CL-0131,Client_131,A Leading Utility Company,Klang,CONTACTED,9/19/2023,9,September,2023,Q3,2,Tuesday,36.1,3351.62,25,Medium,0,1,2,Delayed,36,High
Agent_C,CL-0505,Client_505,A Leading Utility Company,Kuala Lumpur,CONTACTED,4/11/2024,4,April,2024,Q2,4,Thursday,42.7,4408.11,39,High,0,1,2,Delayed,42,High
Agent_D,CL-1873,Client_1873,A Major Telecommunications Provider,Kuala Lumpur,NEW,10/9/2024,10,October,2024,Q4,3,Wednesday,64.7,1583.3,4,Low,0,0,1,Delayed,60,Medium
Agent_C,CL-1386,Client_1386,A Government Service Provider,Kota Kinabalu,CONTACTED,7/25/2023,7,July,2023,Q3,2,Tuesday,67.2,3946.59,N/A,High,0,1,2,Delayed,66,High
Agent_D,CL-1646,Client_1646,A Major Telecommunications Provider,Seremban,CONTACTED,12/6/2023,12,December,2023,Q4,3,Wednesday,50,2484.32,3,Medium,0,1,2,Delayed,48,Medium
Agent_C,CL-2314,Client_2314,A Major Telecommunications Provider,Alor Setar,CONTACTED,4/10/2024,4,April,2024,Q2,3,Wednesday,12.3,2128.94,42,Medium,0,1,2,Moderate,12,High
Agent_D,CL-1223,Client_1223,A Leading Utility Company,Alor Setar,LOST,9/3/2024,9,September,2024,Q3,2,Tuesday,54.3,1718.82,4,Low,0,0,5,Delayed,54,Medium
Agent_B,CL-0601,Client_601,A Private Manufacturing Enterprise,Klang,CONTACTED,2/23/2023,2,February,2023,Q1,4,Thursday,22,1325.77,35,Low,0,1,2,Moderate,18,High
Agent_A,CL-2694,Client_2694,A Major Telecommunications Provider,Putrajaya,QUALIFIED,3/27/2024,3,March,2024,Q1,3,Wednesday,68.3,4978.24,15,High,0,1,3,Delayed,66,High
Agent_B,CL-0121,Client_121,A Leading Utility Company,Kuching,CONTACTED,12/11/2024,12,December,2024,Q4,3,Wednesday,49.6,3093.2,N/A,Medium,0,1,2,Delayed,48,High
Agent_B,CL-0980,Client_980,A Leading Utility Company,Subang Jaya,NEW,1/22/2024,1,January,2024,Q1,1,Monday,55,4426.45,9,High,0,0,1,Delayed,54,High
Agent_B,CL-2717,Client_2717,A Private Manufacturing Enterprise,Malaka,NEW,4/17/2023,4,April,2023,Q2,1,Monday,38.3,1977.39,50,Medium,0,0,1,Delayed,36,High
Agent_C,CL-2395,Client_2395,A Leading Utility Company,Subang Jaya,NEW,9/15/2024,9,September,2024,Q3,7,Sunday,9.4,3721.56,26,Medium,0,0,1,Moderate,6,High
Agent_D,CL-0386,Client_386,A Government Service Provider,Ipoh,CONVERTED,1/30/2024,1,January,2024,Q1,2,Tuesday,63.9,1851.46,45,Low,1,1,4,Delayed,60,High
Agent_D,CL-0751,Client_751,A Leading Utility Company,Penang,CONTACTED,7/11/2024,7,July,2024,Q3,4,Thursday,7.2,4018.14,2,High,0,1,2,Moderate,6,Low
Agent_A,CL-2935,Client_2935,A Private Manufacturing Enterprise,Klang,NEW,2/23/2023,2,February,2023,Q1,4,Thursday,66.9,4302.3,2,High,0,0,1,Delayed,66,Low
Agent_A,CL-0426,Client_426,A Leading Utility Company,Johor Bahru,QUALIFIED,7/16/2024,7,July,2024,Q3,2,Tuesday,21.3,4621.59,13,High,0,1,3,Moderate,18,High
Agent_C,CL-1928,Client_1928,A Leading Utility Company,CyberJaya,CONTACTED,4/25/2024,4,April,2024,Q2,4,Thursday,3.4,2362.19,34,Medium,0,1,2,Fast,0,High
Agent_B,CL-1971,Client_1971,A Leading Utility Company,CyberJaya,CONVERTED,10/10/2023,10,October,2023,Q4,2,Tuesday,35.2,3767.86,36,Medium,1,1,4,Delayed,30,High
Agent_D,CL-2190,Client_2190,A Private Manufacturing Enterprise,CyberJaya,QUALIFIED,10/22/2023,10,October,2023,Q4,7,Sunday,38.4,2177.65,35,Medium,0,1,3,Delayed,36,High
Agent_B,CL-2234,Client_2234,A Regional Financial Institution,Penang,NEW,8/15/2024,8,August,2024,Q3,4,Thursday,13.9,3290.08,37,Medium,0,0,1,Moderate,12,High
Agent_C,CL-2089,Client_2089,A Private Manufacturing Enterprise,Alor Setar,NEW,12/20/2024,12,December,2024,Q4,5,Friday,60,1391.79,22,Low,0,0,1,Delayed,60,High
Agent_C,CL-1836,Client_1836,A Major Telecommunications Provider,Kota Kinabalu,CONTACTED,10/29/2024,10,October,2024,Q4,2,Tuesday,62.7,1223.9,13,Low,0,1,2,Delayed,60,High
Agent_A,CL-2435,Client_2435,A Leading Utility Company,Shah Alam,CONVERTED,3/8/2023,3,March,2023,Q1,3,Wednesday,14.3,3512.32,12,Medium,1,1,4,Moderate,12,High
Agent_B,CL-2019,Client_2019,A Regional Financial Institution,CyberJaya,NEW,8/21/2023,8,August,2023,Q3,1,Monday,34,3533.41,5,Medium,0,0,1,Delayed,30,Medium
Agent_C,CL-1086,Client_1086,A Government Service Provider,Penang,CONTACTED,5/27/2023,5,May,2023,Q2,6,Saturday,21.3,3100.94,23,Medium,0,1,2,Moderate,18,High
Agent_D,CL-0413,Client_413,A Leading Utility Company,Klang,NEW,7/17/2024,7,July,2024,Q3,3,Wednesday,23.2,2782.72,34,Medium,0,0,1,Moderate,18,High
Agent_D,CL-0388,Client_388,A Regional Financial Institution,Kota Kinabalu,CONTACTED,1/30/2023,1,January,2023,Q1,1,Monday,8.6,3157.36,5,Medium,0,1,2,Moderate,6,Medium
Agent_B,CL-0480,Client_480,A Government Service Provider,Putrajaya,CONTACTED,8/4/2023,8,August,2023,Q3,5,Friday,5.1,3698.2,2,Medium,0,1,2,Fast,0,Low
Agent_D,CL-2528,Client_2528,A Government Service Provider,Seremban,LOST,5/19/2023,5,May,2023,Q2,5,Friday,62.5,4441.96,34,High,0,0,5,Delayed,60,High
Agent_A,CL-1713,Client_1713,A Private Manufacturing Enterprise,Alor Setar,QUALIFIED,7/2/2024,7,July,2024,Q3,2,Tuesday,9.6,2133.78,41,Medium,0,1,3,Moderate,6,High
Agent_B,CL-0575,Client_575,A Private Manufacturing Enterprise,Penang,NEW,8/4/2024,8,August,2024,Q3,7,Sunday,34,1857.4,42,Low,0,0,1,Delayed,30,High
Agent_D,CL-0905,Client_905,A Regional Financial Institution,Klang,CONTACTED,2/2/2023,2,February,2023,Q1,4,Thursday,22,4738.42,30,High,0,1,2,Moderate,18,High
Agent_A,CL-2325,Client_2325,A Leading Utility Company,Klang,LOST,11/26/2024,11,November,2024,Q4,2,Tuesday,59.6,2950.22,33,Medium,0,0,5,Delayed,54,High
Agent_C,CL-2674,Client_2674,A Government Service Provider,Malaka,NEW,9/4/2023,9,September,2023,Q3,1,Monday,58.5,2265.51,31,Medium,0,0,1,Delayed,54,High
Agent_B,CL-1219,Client_1219,A Leading Utility Company,Penang,CONTACTED,1/9/2023,1,January,2023,Q1,1,Monday,24.6,4692.34,23,High,0,1,2,Delayed,24,High
Agent_A,CL-0987,Client_987,A Private Manufacturing Enterprise,CyberJaya,CONTACTED,1/10/2024,1,January,2024,Q1,3,Wednesday,19.9,1093.06,17,Low,0,1,2,Moderate,18,High
Agent_D,CL-0464,Client_464,A Regional Financial Institution,Penang,CONTACTED,5/2/2024,5,May,2024,Q2,4,Thursday,19,3034.04,13,Medium,0,1,2,Moderate,18,High
Agent_B,CL-2326,Client_2326,A Government Service Provider,Penang,LOST,6/8/2024,6,June,2024,Q2,6,Saturday,37.5,1598.81,26,Low,0,0,5,Delayed,36,High
Agent_D,CL-2174,Client_2174,A Regional Financial Institution,Kota Kinabalu,QUALIFIED,1/19/2023,1,January,2023,Q1,4,Thursday,8.7,4904.37,N/A,High,0,1,3,Moderate,6,High
Agent_D,CL-1105,Client_1105,A Private Manufacturing Enterprise,Malaka,QUALIFIED,5/13/2023,5,May,2023,Q2,6,Saturday,26.4,2834.07,5,Medium,0,1,3,Delayed,24,Medium
Agent_A,CL-0438,Client_438,A Leading Utility Company,Seremban,CONTACTED,6/13/2024,6,June,2024,Q2,4,Thursday,37.4,2591.51,23,Medium,0,1,2,Delayed,36,High
Agent_C,CL-2074,Client_2074,A Leading Utility Company,Seremban,CONTACTED,8/7/2024,8,August,2024,Q3,3,Wednesday,4.2,1318.83,2,Low,0,1,2,Fast,0,Low
Agent_D,CL-1548,Client_1548,A Leading Utility Company,Seremban,CONTACTED,6/7/2023,6,June,2023,Q2,3,Wednesday,24.4,2088.06,16,Medium,0,1,2,Delayed,24,High
Agent_A,CL-1142,Client_1142,A Private Manufacturing Enterprise,Alor Setar,QUALIFIED,4/26/2024,4,April,2024,Q2,5,Friday,26.8,3313.81,38,Medium,0,1,3,Delayed,24,High
Agent_B,CL-2462,Client_2462,A Major Telecommunications Provider,Kota Kinabalu,QUALIFIED,8/11/2024,8,August,2024,Q3,7,Sunday,16.7,3277.96,25,Medium,0,1,3,Moderate,12,High
Agent_A,CL-1959,Client_1959,A Major Telecommunications Provider,Alor Setar,QUALIFIED,9/7/2024,9,September,2024,Q3,6,Saturday,61.7,2892.85,47,Medium,0,1,3,Delayed,60,High
Agent_D,CL-2650,Client_2650,A Government Service Provider,Alor Setar,QUALIFIED,11/9/2024,11,November,2024,Q4,6,Saturday,70.5,4547.65,8,High,0,1,3,Delayed,66,High
Agent_A,CL-1099,Client_1099,A Regional Financial Institution,Putrajaya,CONTACTED,6/24/2023,6,June,2023,Q2,6,Saturday,21.2,1571.15,32,Low,0,1,2,Moderate,18,High
Agent_B,CL-1721,Client_1721,A Regional Financial Institution,Shah Alam,CONVERTED,4/21/2023,4,April,2023,Q2,5,Friday,8,1175.59,40,Low,1,1,4,Moderate,6,High
Agent_B,CL-1094,Client_1094,A Regional Financial Institution,Putrajaya,QUALIFIED,4/3/2023,4,April,2023,Q2,1,Monday,37,1078.78,7,Low,0,1,3,Delayed,36,High
Agent_D,CL-1885,Client_1885,A Leading Utility Company,Penang,LOST,10/31/2023,10,October,2023,Q4,2,Tuesday,26.2,1097.13,16,Low,0,0,5,Delayed,24,High
Agent_B,CL-1143,Client_1143,A Regional Financial Institution,Subang Jaya,LOST,11/17/2023,11,November,2023,Q4,5,Friday,59.9,4815.37,10,High,0,0,5,Delayed,54,High
Agent_A,CL-0219,Client_219,A Leading Utility Company,Johor Bahru,CONTACTED,1/19/2024,1,January,2024,Q1,5,Friday,27,4972.76,35,High,0,1,2,Delayed,24,High
Agent_C,CL-1238,Client_1238,A Regional Financial Institution,Seremban,NEW,9/7/2024,9,September,2024,Q3,6,Saturday,30.3,3871.37,41,Medium,0,0,1,Delayed,30,High
Agent_B,CL-2477,Client_2477,A Major Telecommunications Provider,Johor Bahru,QUALIFIED,12/8/2023,12,December,2023,Q4,5,Friday,54,3722.73,25,Medium,0,1,3,Delayed,54,High
Agent_B,CL-0897,Client_897,A Regional Financial Institution,Penang,NEW,3/7/2023,3,March,2023,Q1,2,Tuesday,34,1727.33,1,Low,0,0,1,Delayed,30,Low
Agent_A,CL-1180,Client_1180,A Government Service Provider,Shah Alam,CONTACTED,7/27/2023,7,July,2023,Q3,4,Thursday,41.7,4451.58,6,High,0,1,2,Delayed,36,High
Agent_D,CL-2359,Client_2359,A Private Manufacturing Enterprise,Kuching,LOST,2/13/2023,2,February,2023,Q1,1,Monday,43.2,3763.55,46,Medium,0,0,5,Delayed,42,High
Agent_C,CL-1103,Client_1103,A Regional Financial Institution,Kota Kinabalu,CONTACTED,7/30/2024,7,July,2024,Q3,2,Tuesday,56.7,2768.73,43,Medium,0,1,2,Delayed,54,High
Agent_C,CL-0238,Client_238,A Leading Utility Company,Shah Alam,CONTACTED,10/21/2023,10,October,2023,Q4,6,Saturday,48.7,2939.17,7,Medium,0,1,2,Delayed,48,High
Agent_B,CL-2819,Client_2819,A Government Service Provider,Petaling Jaya,CONTACTED,12/7/2023,12,December,2023,Q4,4,Thursday,4.4,3878.39,3,Medium,0,1,2,Fast,0,Medium
Agent_C,CL-0344,Client_344,A Major Telecommunications Provider,Klang,CONVERTED,8/21/2023,8,August,2023,Q3,1,Monday,38.4,4078.02,31,High,1,1,4,Delayed,36,High
Agent_D,CL-2000,Client_2000,A Private Manufacturing Enterprise,Kuala Lumpur,NEW,5/25/2023,5,May,2023,Q2,4,Thursday,15.1,1624.2,26,Low,0,0,1,Moderate,12,High
Agent_A,CL-1410,Client_1410,A Regional Financial Institution,Shah Alam,NEW,3/19/2024,3,March,2024,Q1,2,Tuesday,71,1571.15,6,Low,0,0,1,Delayed,66,High
Agent_D,CL-1825,Client_1825,A Leading Utility Company,Kuala Lumpur,CONVERTED,5/14/2023,5,May,2023,Q2,7,Sunday,19,2142.41,9,Medium,1,1,4,Moderate,18,High
Agent_D,CL-2850,Client_2850,A Leading Utility Company,Kota Kinabalu,CONVERTED,10/29/2024,10,October,2024,Q4,2,Tuesday,35.8,4268.43,18,High,1,1,4,Delayed,30,High
Agent_B,CL-1435,Client_1435,A Private Manufacturing Enterprise,Alor Setar,CONVERTED,12/26/2024,12,December,2024,Q4,4,Thursday,35.4,2197.96,21,Medium,1,1,4,Delayed,30,High
Agent_D,CL-0269,Client_269,A Regional Financial Institution,Seremban,QUALIFIED,6/24/2024,6,June,2024,Q2,1,Monday,28.6,1252.29,30,Low,0,1,3,Delayed,24,High
Agent_D,CL-2416,Client_2416,A Leading Utility Company,Kuching,NEW,5/16/2023,5,May,2023,Q2,2,Tuesday,26,3195.59,44,Medium,0,0,1,Delayed,24,High
Agent_B,CL-0815,Client_815,A Regional Financial Institution,Kuala Lumpur,CONVERTED,10/18/2024,10,October,2024,Q4,5,Friday,31.4,2126.15,44,Medium,1,1,4,Delayed,30,High
Agent_C,CL-0177,Client_177,A Leading Utility Company,Alor Setar,CONVERTED,10/17/2024,10,October,2024,Q4,4,Thursday,31.4,1041.51,34,Low,1,1,4,Delayed,30,High
Agent_A,CL-0013,Client_013,A Government Service Provider,Penang,CONTACTED,3/21/2024,3,March,2024,Q1,4,Thursday,63.1,4920.84,49,High,0,1,2,Delayed,60,High
Agent_C,CL-2148,Client_2148,A Major Telecommunications Provider,Putrajaya,CONTACTED,4/30/2024,4,April,2024,Q2,2,Tuesday,15.4,1745.78,41,Low,0,1,2,Moderate,12,High
Agent_D,CL-0937,Client_937,A Regional Financial Institution,Ipoh,QUALIFIED,6/25/2024,6,June,2024,Q2,2,Tuesday,20.7,2562.9,4,Medium,0,1,3,Moderate,18,Medium
Agent_A,CL-0545,Client_545,A Regional Financial Institution,CyberJaya,NEW,3/4/2023,3,March,2023,Q1,6,Saturday,67,4565.34,26,High,0,0,1,Delayed,66,High
Agent_B,CL-0354,Client_354,A Private Manufacturing Enterprise,Klang,CONTACTED,1/18/2024,1,January,2024,Q1,4,Thursday,5,3366.7,9,Medium,0,1,2,Fast,0,High
Agent_C,CL-2637,Client_2637,A Major Telecommunications Provider,Kuching,QUALIFIED,1/2/2024,1,January,2024,Q1,2,Tuesday,58.6,2113.89,6,Medium,0,1,3,Delayed,54,High
Agent_D,CL-1654,Client_1654,A Government Service Provider,Seremban,LOST,5/3/2023,5,May,2023,Q2,3,Wednesday,49.1,3217.65,23,Medium,0,0,5,Delayed,48,High
Agent_B,CL-1683,Client_1683,A Leading Utility Company,Seremban,QUALIFIED,7/20/2023,7,July,2023,Q3,4,Thursday,10,1777.2,41,Low,0,1,3,Moderate,6,High
Agent_A,CL-1972,Client_1972,A Regional Financial Institution,Klang,NEW,10/30/2024,10,October,2024,Q4,3,Wednesday,5.6,1955.7,43,Low,0,0,1,Fast,0,High
Agent_B,CL-1360,Client_1360,A Major Telecommunications Provider,Johor Bahru,CONVERTED,9/12/2023,9,September,2023,Q3,2,Tuesday,46.9,2727.21,22,Medium,1,1,4,Delayed,42,High
Agent_B,CL-1022,Client_1022,A Regional Financial Institution,Putrajaya,CONVERTED,1/15/2023,1,January,2023,Q1,7,Sunday,36.2,1882.2,44,Low,1,1,4,Delayed,36,High
Agent_C,CL-1597,Client_1597,A Major Telecommunications Provider,CyberJaya,LOST,12/8/2023,12,December,2023,Q4,5,Friday,0.7,4446.03,45,High,0,0,5,Immediate,0,High
Agent_D,CL-2771,Client_2771,A Private Manufacturing Enterprise,Petaling Jaya,QUALIFIED,10/19/2023,10,October,2023,Q4,4,Thursday,69.3,1981.52,35,Medium,0,1,3,Delayed,66,High
Agent_D,CL-2746,Client_2746,A Major Telecommunications Provider,Johor Bahru,NEW,2/20/2024,2,February,2024,Q1,2,Tuesday,28.8,3260.42,23,Medium,0,0,1,Delayed,24,High
Agent_C,CL-2485,Client_2485,A Private Manufacturing Enterprise,Klang,NEW,5/29/2024,5,May,2024,Q2,3,Wednesday,50.3,4016.15,6,High,0,0,1,Delayed,48,High
Agent_D,CL-0392,Client_392,A Private Manufacturing Enterprise,Petaling Jaya,CONTACTED,10/12/2023,10,October,2023,Q4,4,Thursday,46.5,1697.86,6,Low,0,1,2,Delayed,42,High
Agent_B,CL-0470,Client_470,A Leading Utility Company,Johor Bahru,CONTACTED,8/31/2023,8,August,2023,Q3,4,Thursday,25,2511.67,14,Medium,0,1,2,Delayed,24,High
